,gene_names,total_expression,go_terms,pseudotime_spearman_corr,pseudotime_spearman_pval,pseudotime_spearman_pval_adj
203,FAM172A,208.911865234375,"RNA splicing, mRNA processing, regulation of alternative mRNA splicing, via spliceosome",0.038541677401097985,0.009669739468090665,0.016882842422666407
295,GEMIN6,156.27890014648438,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly, spliceosomal snRNP assembly",0.0384961906639396,0.009755849788926992,0.01695812209633583
258,HABP4,36.70124816894531,"RNA splicing, mRNA processing, positive regulation of RNA splicing",0.03849118989579137,0.009765358235041686,0.01695812209633583
234,LEO1,113.20953369140625,"mRNA polyadenylation, positive regulation of mRNA 3'-end processing",0.03822995205788209,0.010273700979592808,0.017793058533021325
199,MYEF2,53.195030212402344,regulation of mRNA stability involved in response to oxidative stress,0.03815098866917865,0.010431922714408647,0.018018775597614934
624,RBM19,90.0066146850586,"mRNA splicing, via spliceosome",0.03810348902383074,0.010528140059994424,0.018136475943350393
605,SMG9,105.29881286621094,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.03807562113598008,0.010584957055231572,0.018141087760724293
154,PRPF38B,1005.3809814453125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.038074630604328794,0.010586981556955198,0.018141087760724293
564,RC3H1,266.537841796875,"3'-UTR-mediated mRNA destabilization, nuclear-transcribed mRNA catabolic process, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of mRNA catabolic process, regulation of mRNA stability, regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.03779271945261719,0.011177350432537496,0.019051631607966288
598,HSF1,545.5564575195312,"mRNA processing, mRNA transcription, positive regulation of mRNA polyadenylation",0.03767921029549279,0.011423193908195338,0.019386865847717483
322,PTBP2,53.188438415527344,"RNA splicing, mRNA processing, negative regulation of RNA splicing, regulation of RNA splicing",0.037674248342643664,0.011434049362198702,0.019386865847717483
135,CPEB3,14.970979690551758,"3'-UTR-mediated mRNA destabilization, positive regulation of mRNA polyadenylation, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.037659562921959495,0.011466230873341698,0.019390537026645907
78,PATL1,80.73405456542969,deadenylation-dependent decapping of nuclear-transcribed mRNA,0.03753046051254955,0.011752621466808926,0.019822959445322627
69,SF3B3,212.85853576660156,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome",0.03741150893930371,0.01202208990954461,0.020195555306448357
39,RBM22,304.9589538574219,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome, positive regulation of RNA splicing",0.037405410804507225,0.012036050763130987,0.020195555306448357
558,SART1,111.22257232666016,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome, spliceosomal snRNP assembly",0.03728718388573795,0.012309569151068768,0.02060098878650369
276,RBMXL1,102.83900451660156,"RNA splicing, mRNA processing, mRNA splice site selection, positive regulation of mRNA splicing, via spliceosome",0.03714545362318184,0.012644706570276812,0.021107184610849664
349,PRMT5,58.69432067871094,spliceosomal snRNP assembly,0.03710204457711825,0.012748955007959532,0.021226352925623342
204,LSM7,1698.59912109375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process",0.03667835158708061,0.013807079803998222,0.02287018859841757
42,MTREX,138.30609130859375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.03574203893437798,0.01642431089741098,0.027135818004418142
188,RBM27,342.0697021484375,mRNA processing,0.0356217338880824,0.016790358967803842,0.027669826258166535
3,HNRNPH3,791.9139404296875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, regulation of RNA splicing",0.03559231156566528,0.0168809635144335,0.027748352240010283
307,DAZAP1,226.570556640625,"positive regulation of mRNA splicing, via spliceosome",0.03544125368803818,0.017352925675209442,0.02845175123397284
588,SMG8,15.877340316772461,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.03540954380521596,0.017453455707212354,0.028544132624959955
82,RBM4,428.0723571777344,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.03476730554161426,0.01960231437091287,0.03197751283739827
614,CELF2,1294.14453125,"mRNA processing, mRNA splice site selection, regulation of alternative mRNA splicing, via spliceosome",0.03456424631619059,0.02032817365441196,0.03307808609760737
636,ZC3H12D,36.51945114135742,"3'-UTR-mediated mRNA destabilization, mRNA catabolic process",0.03432559707070215,0.021211120170456742,0.0344280995731534
458,DHX9,235.4300994873047,"CRD-mediated mRNA stabilization, RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing, regulation of mRNA processing",0.03423239712424257,0.021564900396746918,0.034914600642352155
413,CPSF7,122.22151947021484,"mRNA alternative polyadenylation, mRNA processing, pre-mRNA cleavage required for polyadenylation",0.03395982097775407,0.022629208869902523,0.03654617232489257
164,SRSF3,1958.499267578125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, regulation of mRNA splicing, via spliceosome",0.03351010905717188,0.024485012519804856,0.039248928257553196
561,TENT4B,80.8067626953125,"histone mRNA catabolic process, mRNA polyadenylation, mRNA processing, negative regulation of nuclear-transcribed mRNA poly(A) tail shortening, positive regulation of 3'-UTR-mediated mRNA stabilization",0.03291089487001268,0.027161653900158737,0.04343175351362016
381,RBM28,116.0138931274414,"RNA splicing, mRNA processing",0.032565670081208906,0.028815552338228675,0.045962584717273394
166,RBM41,60.621192932128906,"mRNA splicing, via spliceosome",0.03243201598603784,0.029478751644021372,0.04690461468482218
312,SKIV2L,84.45338439941406,"nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay",0.032365799314159276,0.029812156535980877,0.04731855803991068
492,SYMPK,117.67428588867188,"mRNA polyadenylation, mRNA processing",0.032148107594933646,0.030931185641681458,0.04897437726599564
640,SUPV3L1,212.81256103515625,mitochondrial mRNA catabolic process,0.03199943878222007,0.031715957998624894,0.050094153709319515
226,NANOS3,4.358046531677246,"positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",0.031919253039340026,0.032146273165759666,0.050526745657130764
26,AKAP17A,111.51087951660156,"RNA splicing, mRNA processing, regulation of RNA splicing",0.03186174378026881,0.03245796695696531,0.05089283168495046
59,RIDA,86.29216766357422,"mRNA catabolic process, mRNA destabilization",0.03179709086480248,0.03281146539144517,0.05123916640927811
440,CLK4,261.3330383300781,regulation of RNA splicing,0.03179235573692977,0.03283748435517204,0.05123916640927811
198,DKC1,170.80908203125,mRNA pseudouridine synthesis,0.0316395927279515,0.033686425334548055,0.05243718256895914
80,SCAF4,157.0753631591797,mRNA processing,0.03154316733416457,0.03423188846288217,0.053158172949571834
430,RAMACL,53.14891052246094,recruitment of mRNA capping enzyme to RNA polymerase II holoenzyme complex,0.03146415321887161,0.03468446689517908,0.05373181202466591
37,PAPOLG,85.3718032836914,"mRNA polyadenylation, mRNA processing",0.03128858033825219,0.03570843425824569,0.055054053772856125
126,SAFB2,281.04229736328125,regulation of mRNA processing,0.03120188435969278,0.03622349308774729,0.055715182225439884
543,EDC3,57.64012908935547,deadenylation-independent decapping of nuclear-transcribed mRNA,0.03111039492702704,0.0367738815108744,0.05642738113070039
158,GEMIN2,57.684173583984375,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, spliceosomal complex assembly, spliceosomal snRNP assembly",0.03092084496745976,0.03793687802078222,0.057936697875709965
482,NUP98,257.2732238769531,"positive regulation of mRNA splicing, via spliceosome",0.03058003807128129,0.04010663734652477,0.061105867277959906
81,NOL3,1.9440476894378662,"RNA splicing, mRNA processing, mRNA splice site selection",0.03041974174496048,0.04116301504112318,0.06256778286250722
305,PHRF1,95.238525390625,mRNA processing,0.030304436161002073,0.04193738638564901,0.06344625668648539
469,CLK2,70.39035034179688,regulation of RNA splicing,0.030172388773773817,0.04283929688923913,0.06465931259450579
544,PKP3,2.6749496459960938,negative regulation of mRNA catabolic process,0.03000820903445171,0.043983488603675285,0.06607752008831216
391,PAN3,68.58268737792969,"mRNA processing, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA poly(A) tail shortening",0.02981220891579382,0.045383112089348386,0.06802201951210918
2,ZC3H13,390.03094482421875,"RNA splicing, mRNA methylation, mRNA processing",0.029684924907317615,0.04631199058377747,0.06925357851185242
618,RBFOX3,8.026374816894531,"RNA splicing, mRNA processing, regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.02957771586400148,0.047106734893804625,0.07027933196627664
362,ROCK2,41.414703369140625,mRNA destabilization,0.029392761859473208,0.04850475963953801,0.07219832886438146
496,FMR1,68.48306274414062,"RNA splicing, mRNA processing, negative regulation of mRNA catabolic process, regulation of alternative mRNA splicing, via spliceosome, regulation of mRNA stability",0.029245207721512304,0.04964491797516941,0.07372555634933203
25,DDX1,108.33940124511719,"mRNA processing, spliceosomal complex assembly, tRNA splicing, via endonucleolytic cleavage and ligation",0.02920553402671587,0.04995528392489468,0.07401631517312376
241,ZC3H14,103.42948150634766,"negative regulation of mRNA polyadenylation, regulation of mRNA stability",0.02916755161631295,0.050253941142000984,0.07428843473165363
19,SRSF10,700.464599609375,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splice site selection, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome, regulation of RNA splicing, regulation of mRNA splicing, via spliceosome, spliceosomal tri-snRNP complex assembly",0.02911570139531448,0.050664055300094386,0.0746068770731691
83,ZNF326,138.10455322265625,"RNA splicing, mRNA processing, regulation of RNA splicing",0.029111131030651997,0.05070033906365516,0.0746068770731691
232,BAG4,103.06370544433594,negative regulation of mRNA modification,0.02898853891495082,0.05168173836712271,0.07587818860263926
483,TTF2,52.416194915771484,"RNA splicing, mRNA processing",0.028954684201082503,0.051955542421171334,0.07593502353863503
385,PRPF4,127.03211212158203,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome",0.02889014480301071,0.052480873456998145,0.07652967100049841
625,SART3,129.42433166503906,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal snRNP assembly, spliceosomal tri-snRNP complex assembly",0.028593205413248942,0.05495539783926133,0.0799576283877541
66,AKAP8L,133.93060302734375,"RNA splicing, mRNA processing",0.028097250578417853,0.05930492409900213,0.08570689254576147
87,TARDBP,221.52365112304688,"3'-UTR-mediated mRNA destabilization, 3'-UTR-mediated mRNA stabilization, RNA splicing, mRNA processing",0.02806206111753275,0.05962409334079785,0.08597581316552547
635,PPWD1,227.9857177734375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.028029310151099343,0.05992242397307147,0.0862135543131496
4,CTIF,4.641263961791992,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.02793288589886591,0.06080795145993445,0.08729319254026145
187,ZNF638,389.7354736328125,RNA splicing,0.027794734431072568,0.06209555282109698,0.08855127400094624
296,DDX39A,644.7500610351562,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.027488059228944497,0.06503453698760232,0.09233474921756285
195,ZC3H10,19.887535095214844,"regulation of alternative mRNA splicing, via spliceosome",0.0273972301319158,0.0659266860059988,0.09339613850849829
89,RBM38,183.03501892089844,"3'-UTR-mediated mRNA stabilization, RNA splicing, mRNA processing, regulation of RNA splicing",0.027014394859122017,0.06979848349157373,0.09866481473863596
481,RAVER1,109.66267395019531,"regulation of alternative mRNA splicing, via spliceosome",0.026830185395118916,0.07172691726302925,0.10116940731859585
517,SNIP1,112.360595703125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.02681538004375745,0.07188378631916159,0.10116977333807928
84,NOCT,37.71249008178711,"deadenylation-dependent decapping of nuclear-transcribed mRNA, mRNA stabilization",0.026746158077462147,0.0726209544265706,0.10180018013222616
365,NCL,1930.607421875,"positive regulation of mRNA splicing, via spliceosome",0.026743734295856778,0.07264687777237812,0.10180018013222616
617,CDK11A,152.5047149658203,regulation of mRNA processing,0.026564564598784524,0.07458424124093295,0.10428878753602312
418,DHX8,101.96491241455078,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex disassembly",0.026395624503237708,0.0764494438653974,0.10666596271500373
229,FASTKD5,37.654083251953125,"mRNA processing, regulation of mitochondrial mRNA stability",0.026250081619964158,0.07808665754493598,0.10871547580609621
615,YBX1,2410.349609375,"CRD-mediated mRNA stabilization, RNA splicing, mRNA processing, mRNA stabilization",0.026089119254715843,0.07993043830620124,0.11104314655012043
589,ARL6IP4,2021.1236572265625,"RNA splicing, mRNA processing",0.025758329637325123,0.08383058124580894,0.1159626455777143
106,ALKBH5,445.9714050292969,"mRNA processing, regulation of mRNA stability",0.025550966985155354,0.08635304317341327,0.11919672198723284
181,RBM5,170.56610107421875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome, spliceosomal complex assembly",0.02544725939317584,0.08763739051991083,0.12071162958606056
173,MBNL3,45.565216064453125,"RNA splicing, mRNA processing, regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.02520582631650683,0.09068708291883291,0.12464650120333205
200,MLH1,113.93820190429688,nuclear-transcribed mRNA poly(A) tail shortening,0.025175063403813525,0.09108172502161724,0.1249231302844262
628,KIN,158.90463256835938,mRNA processing,0.025101649758365575,0.0920290911541907,0.12593388848125253
548,EXOSC6,58.86129379272461,"nuclear mRNA surveillance, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",0.025087810808285482,0.09220855921305333,0.12593388848125253
108,ECD,127.324951171875,"RNA splicing, mRNA processing",0.024554531840004976,0.0993409794455524,0.13510373204595125
163,ZRSR2,120.1418228149414,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly",0.02435826666886871,0.10207418915734287,0.13852925671353675
52,NOVA1,12.1481351852417,"RNA splicing, mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome",0.024294101583464928,0.10298062559256502,0.13946642375848428
137,CWF19L1,104.80784606933594,"mRNA splicing, via spliceosome",0.0239414993495307,0.10807644532262885,0.14606147213058207
217,TCERG1,300.0306396484375,"RNA splicing, mRNA processing",0.02385444589090181,0.10936476688562684,0.1474940279918892
499,DYRK1A,111.49821472167969,"negative regulation of mRNA splicing, via spliceosome, positive regulation of RNA splicing, regulation of alternative mRNA splicing, via spliceosome",0.023729478891199328,0.11123536184720875,0.14970425781936844
488,CSDE1,1140.4361572265625,"nuclear-transcribed mRNA catabolic process, no-go decay",0.023595407217421916,0.11327021773818238,0.15212590573568777
290,SNRPA1,724.98388671875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.02347875203784966,0.11506448791309891,0.15421506056402884
156,RBM15B,50.098289489746094,"RNA splicing, mRNA processing, regulation of alternative mRNA splicing, via spliceosome",0.023252029681387003,0.11861555735571425,0.15864523820246668
77,NCBP1,72.77120208740234,"7-methylguanosine mRNA capping, RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, positive regulation of mRNA 3'-end processing, positive regulation of mRNA splicing, via spliceosome, pre-mRNA cleavage required for polyadenylation, regulation of mRNA polyadenylation, regulation of mRNA processing, spliceosomal complex assembly",0.023175883020140137,0.1198272980321904,0.15993478208428719
265,PPIH,455.34332275390625,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.02304268874651228,0.12197013103088494,0.16245918483701377
439,RP9,194.5291290283203,RNA splicing,0.023016143357676738,0.1224007511959356,0.1626949574560178
586,YTHDF3,86.69112396240234,"mRNA destabilization, regulation of mRNA stability",0.023000760061167826,0.12265084254037256,0.1626949574560178
120,EXOSC5,269.96026611328125,"exonucleolytic catabolism of deadenylated mRNA, nuclear mRNA surveillance, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",0.02291891307286496,0.12398817233673623,0.164131883871991
610,SFSWAP,281.1883239746094,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA 5'-splice site recognition, mRNA processing, negative regulation of mRNA splicing, via spliceosome",0.022689309377394662,0.1278005007236192,0.16883256332813498
172,PUS1,76.17745971679688,mRNA pseudouridine synthesis,0.021851862378647103,0.142481483900332,0.18784293591758056
425,RPRD2,156.05886840820312,mRNA 3'-end processing,0.021644439501640654,0.14631044171295385,0.19148049957864832
470,PARN,184.67535400390625,"mRNA catabolic process, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay, nuclear-transcribed mRNA poly(A) tail shortening",0.02159187758283158,0.14729310564685788,0.19222494191488929
207,ZFP36L1,1770.2862548828125,"3'-UTR-mediated mRNA destabilization, mRNA catabolic process, mRNA processing, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, nuclear-transcribed mRNA catabolic process, deadenylation-independent decay, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, regulation of mRNA 3'-end processing, regulation of mRNA stability",0.021473324937390112,0.14952799942011566,0.19474816053507
393,LUC7L3,465.1182861328125,"RNA splicing, mRNA processing, mRNA splice site selection",0.021076981468058347,0.15718763653179685,0.20390203453723044
101,CDK13,147.90699768066406,"RNA splicing, alternative mRNA splicing, via spliceosome, mRNA processing",0.020957764457309482,0.15954879577647257,0.20613704414320255
637,PELO,131.79222106933594,"nuclear-transcribed mRNA catabolic process, no-go decay, nuclear-transcribed mRNA catabolic process, non-stop decay",0.020604563158334043,0.16670156183598245,0.21452033654590572
116,TIRAP,39.157875061035156,3'-UTR-mediated mRNA stabilization,0.02052023080358781,0.1684445026207019,0.2163323035645595
423,CRNKL1,155.73565673828125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly",0.02044840098441553,0.16993979981931112,0.21781966405411704
360,CWC25,184.1688232421875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.020295650394705683,0.17315267444497737,0.22106052903449677
157,CBLL1,85.56455993652344,mRNA methylation,0.020151921019948026,0.1762170480402706,0.22408703353152523
49,LARP4B,49.66261291503906,positive regulation of 3'-UTR-mediated mRNA stabilization,0.01993989138571329,0.18081114125739156,0.22902744559269597
159,DCP1A,222.35769653320312,"deadenylation-dependent decapping of nuclear-transcribed mRNA, deadenylation-independent decapping of nuclear-transcribed mRNA, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.01988344994193133,0.1820489235048198,0.23014404028202268
91,ADARB2,50.142757415771484,mRNA processing,0.01942760926923002,0.19227674487199328,0.24212627132028786
208,HTATSF1,217.5186767578125,"mRNA splicing, via spliceosome",0.01895608151607375,0.2032944905497055,0.2550062930002131
46,CLK3,237.43096923828125,regulation of RNA splicing,0.018410492126373437,0.21660793074179857,0.27013267038455957
13,NRDE2,60.33858871459961,"RNA splicing, mRNA processing",0.01833233872763643,0.2185652421602881,0.2716069994430587
74,FTO,76.60040283203125,mRNA destabilization,0.018329720988584545,0.21863102122351474,0.2716069994430587
623,PPIL3,311.171875,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.018238966806201167,0.2209203069859053,0.27392421941054673
370,PRPF19,265.5358581542969,"RNA splicing, generation of catalytic spliceosome for first transesterification step, mRNA processing, mRNA splicing, via spliceosome, positive regulation of mRNA splicing, via spliceosome, spliceosomal complex assembly, spliceosomal tri-snRNP complex assembly",0.018187749631720793,0.22221982515753094,0.2750076763443774
537,CSTF2T,113.27165222167969,"mRNA 3'-end processing, mRNA processing, pre-mRNA cleavage required for polyadenylation",0.018047450692732385,0.22580758985993468,0.2787562170282217
317,AAR2,122.1934585571289,"RNA splicing, mRNA processing, spliceosomal tri-snRNP complex assembly",0.017947871002061463,0.22837902705628613,0.2810149551968778
291,RBM12,82.65634155273438,regulation of RNA splicing,0.017642152941066882,0.23640360564201846,0.2892362296301968
62,CNOT7,581.9107666015625,"deadenylation-dependent decapping of nuclear-transcribed mRNA, exonucleolytic catabolism of deadenylated mRNA, nuclear-transcribed mRNA poly(A) tail shortening, positive regulation of mRNA catabolic process, positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, positive regulation of nuclear-transcribed mRNA poly(A) tail shortening",0.01722026053102666,0.2478018301726587,0.30203770243686323
563,CCAR2,101.0719985961914,"RNA splicing, mRNA processing",0.017139198246546243,0.2500351997633631,0.3041859492413042
599,SSB,677.94384765625,"histone mRNA metabolic process, nuclear histone mRNA catabolic process",0.017099755819491018,0.251126957200924,0.304939876601122
374,GCFC2,124.33995056152344,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal complex assembly",0.016987458129729686,0.25425352789242356,0.3081571838996353
248,PRPF39,82.2982406616211,"RNA splicing, mRNA 5'-splice site recognition, mRNA processing",0.016564909150967325,0.26626018657245415,0.3209031353093384
221,PUM2,231.5818634033203,regulation of mRNA stability,0.01604123856777393,0.28167390738122866,0.3378466702781774
390,RNASE4,3.848015308380127,mRNA cleavage,0.016027452737202175,0.28208769298561603,0.3378466702781774
252,RNASEL,75.12191772460938,"mRNA processing, regulation of mRNA stability",0.016016706523003476,0.28241052933469935,0.3378466702781774
61,PDCD7,59.03950119018555,RNA splicing,0.01596514777913544,0.2839629323791386,0.3390758859832228
250,MAGOHB,144.6562042236328,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",0.01588333231845862,0.2864381806226703,0.34140048834362546
354,SAFB,302.75897216796875,regulation of mRNA processing,0.015721478257073755,0.291377725463271,0.34664827007232607
409,MEIOC,7.6168365478515625,mRNA stabilization,0.014859999384070718,0.3186277891009474,0.3756086710934526
10,RNF113A,507.245849609375,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, snoRNA splicing",0.013740359949263595,0.356459060661807,0.4179175193966013
404,PTCD2,21.80137062072754,"mRNA processing, regulation of mRNA processing",0.013712730135009137,0.357427068469914,0.41829327215863127
235,CLP1,35.76787185668945,"mRNA 3'-end processing, mRNA polyadenylation, mRNA processing, tRNA splicing, via endonucleolytic cleavage and ligation",0.013694147051887661,0.3580790546593029,0.41829849784793793
383,RNPC3,125.59996795654297,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.013653728116104153,0.3594997311663599,0.4192000475333366
45,PRKCD,13.852030754089355,regulation of mRNA stability,0.01362764460049571,0.36041841172470024,0.4195140431966781
364,AGO1,48.47047424316406,"mRNA cleavage involved in gene silencing by miRNA, mRNA cleavage involved in gene silencing by siRNA, nuclear-transcribed mRNA catabolic process",0.013481075650868668,0.3656080316995445,0.42478918790990244
398,SRSF12,0.7538966536521912,"RNA splicing, mRNA 5'-splice site recognition, mRNA processing, mRNA splicing, via spliceosome, negative regulation of mRNA splicing, via spliceosome, regulation of alternative mRNA splicing, via spliceosome, spliceosomal tri-snRNP complex assembly",0.01339529476713055,0.36866682725263034,0.4275421206538754
300,CDC40,350.07470703125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.013359080784492966,0.36996291864631015,0.4275421206538754
460,TRA2A,374.0407409667969,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, positive regulation of mRNA splicing, via spliceosome",0.012801354313847765,0.39027980590868405,0.4494131098342422
30,EXOSC2,82.53839111328125,"exonucleolytic catabolism of deadenylated mRNA, nuclear retention of pre-mRNA with aberrant 3'-ends at the site of transcription, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'",0.012715651073514288,0.3934608277497207,0.45226991944184974
254,ALYREF,24.123062133789062,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.0124364914391336,0.40393065134276196,0.4622490235529897
444,PABPC3,2.153726100921631,mRNA metabolic process,0.012201839549277577,0.41285886597491084,0.4712134760067003
516,DIS3L2,138.39952087402344,"mRNA catabolic process, nuclear-transcribed mRNA catabolic process, exonucleolytic, nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5', polyuridylation-dependent mRNA catabolic process",0.012038894861547128,0.41912690744765835,0.4775237781502421
630,HNRNPA1L2,31.94500732421875,"RNA splicing, mRNA processing",0.011995197794046744,0.42081728224485226,0.47860557100382844
597,NT5C3B,226.06898498535156,exonucleolytic catabolism of deadenylated mRNA,0.011706227366348163,0.43209609259453796,0.4875587007718725
438,TENT4A,28.42963409423828,"mRNA processing, negative regulation of nuclear-transcribed mRNA poly(A) tail shortening, positive regulation of 3'-UTR-mediated mRNA stabilization",0.011639027197910795,0.4347438518414618,0.48927618168917125
214,SNRPF,1322.76220703125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal snRNP assembly",0.011418245181214669,0.4435085455801776,0.4974071535499909
585,CACTIN,30.431880950927734,"RNA splicing, mRNA cis splicing, via spliceosome, mRNA processing, mRNA splicing, via spliceosome",0.0113832577919637,0.44490669356884915,0.4981104402867878
531,PPIL1,112.71221923828125,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.011034257483592014,0.4589900874161541,0.5129889212298193
351,PDE12,65.88733673095703,"mRNA processing, mitochondrial mRNA catabolic process, nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay, regulation of mitochondrial mRNA stability",0.0110093838203091,0.46000327223294657,0.5132333572754464
495,PNN,597.0934448242188,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.010943523713256078,0.46269200084350104,0.5153431595601753
8,EDC4,77.43485260009766,deadenylation-independent decapping of nuclear-transcribed mRNA,0.010814791654979946,0.4679726808865442,0.5197353338809112
0,SLC11A1,18.048187255859375,mRNA stabilization,0.010291173862811316,0.4897920316903459,0.5420349004004182
65,ANGEL2,181.60040283203125,3'-UTR-mediated mRNA stabilization,0.010285937206819815,0.4900129749749911,0.5420349004004182
619,PUS7,32.39499282836914,mRNA pseudouridine synthesis,0.010088824190231188,0.4983683477371199,0.5493958236146407
641,PRPF8,432.8025207519531,"RNA splicing, RNA splicing, via transesterification reactions, mRNA processing, mRNA splicing, via spliceosome, spliceosomal tri-snRNP complex assembly",0.009870012441264408,0.5077314785919542,0.5587641144299871
332,LSM11,5.422696113586426,"mRNA 3'-end processing by stem-loop binding and cleavage, mRNA processing",0.009523337844903597,0.5227528004237041,0.5723700153791743
431,RPUSD2,81.69554901123047,mRNA pseudouridine synthesis,0.009403367760181375,0.5280037126379855,0.5771411139833141
321,U2AF1,15.462628364562988,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.009375490519008678,0.5292276940193765,0.5775018417846575
23,TENT2,193.6807861328125,"histone mRNA catabolic process, mRNA polyadenylation, mRNA processing",0.009312661940696692,0.5319915330945117,0.579538837064173
233,ELAVL4,2.333775043487549,"3'-UTR-mediated mRNA stabilization, RNA splicing, mRNA processing, positive regulation of 3'-UTR-mediated mRNA stabilization, regulation of mRNA stability",0.00919666255867047,0.537113497886381,0.5841335347383874
211,DND1,5.823733329772949,"3'-UTR-mediated mRNA destabilization, mRNA stabilization",0.009146975520837935,0.5393149893477465,0.5855419884346962
352,AQR,112.68256378173828,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.009012682228000548,0.5452876648103908,0.5900432687898031
395,USP49,5.552972316741943,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.008988265365658082,0.5463771167532284,0.5902334739508119
372,GEMIN5,52.175174713134766,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome, spliceosomal snRNP assembly",0.007752549862490285,0.6028775773877102,0.6480181613851261
44,PAXBP1,50.8845100402832,"mRNA splicing, via spliceosome",0.007337367017566866,0.6224340916036408,0.6666810926938951
268,TXNL4B,81.60868072509766,"RNA splicing, mRNA processing, mRNA splicing, via spliceosome",0.007323068234277811,0.6231124894845108,0.6666810926938951
